	Symbol	EnsID
838	RGS4	ENSG00000117152
839	AURKB	ENSG00000178999
840	CCL3	ENSG00000277632
841	ARID3A	ENSG00000116017
842	CETN1	ENSG00000177143
843	HHATL	ENSG00000010282
844	COL10A1	ENSG00000123500
845	PSG1	ENSG00000231924
846	MUC12	ENSG00000205277
847	GNB3	ENSG00000111664
848	DEGS1	ENSG00000143753
849	BIK	ENSG00000100290
850	MAGEB6	ENSG00000176746
851	C3orf70	ENSG00000187068
852	S100A1	ENSG00000160678
853	CLEC5A	ENSG00000258227
854	COL19A1	ENSG00000082293
855	PCDHB1	ENSG00000171815
856	TEX26	ENSG00000175664
857	DIRAS3	ENSG00000162595
858	TK1	ENSG00000167900
859	COL6A3	ENSG00000163359
860	CELF3	ENSG00000159409
861	GAL3ST1	ENSG00000128242
862	ITM2B	ENSG00000136156
863	HLA-DRB5	ENSG00000198502
864	MATN1	ENSG00000162510
865	CYSLTR2	ENSG00000152207
866	PCDHGB7	ENSG00000254122
867	ARG2	ENSG00000081181
868	SLC6A20	ENSG00000163817
869	EEF1A2	ENSG00000101210
870	UPK2	ENSG00000110375
871	ADM	ENSG00000148926
872	TNFAIP6	ENSG00000123610
873	FAM229B	ENSG00000203778
874	CRIP2	ENSG00000182809
875	IL2RG	ENSG00000147168
876	TEX28	ENSG00000278057
877	ASPM	ENSG00000066279
878	CCND1	ENSG00000110092
879	MT1B	ENSG00000169688
880	CSF3R	ENSG00000119535
881	KRTAP2-3	ENSG00000212724
882	TAX1BP3	ENSG00000213977
883	PTHLH	ENSG00000087494
884	RBMY1E	ENSG00000242389
885	SH3TC2	ENSG00000169247
886	CACNG6	ENSG00000130433
887	TMEM123	ENSG00000152558
888	SPANXB1	ENSG00000227234
889	HSPB7	ENSG00000173641
890	TROAP	ENSG00000135451
891	MT-ND5	ENSG00000198786
892	ADAM28	ENSG00000042980
893	CRABP1	ENSG00000166426
894	SFRP2	ENSG00000145423
895	ANXA2	ENSG00000182718
896	CCDC74B	ENSG00000152076
897	ZNF683	ENSG00000176083
898	SPON2	ENSG00000159674
899	CENPE	ENSG00000138778
900	URAD	ENSG00000183463
901	IFI27L2	ENSG00000119632
902	DUSP6	ENSG00000139318
903	SLC26A5	ENSG00000170615
904	HMMR	ENSG00000072571
905	SLC2A3	ENSG00000059804
906	EGFL7	ENSG00000172889
907	LILRA2	ENSG00000239998
908	ZP1	ENSG00000149506
909	SLC6A8	ENSG00000130821
910	TNIP3	ENSG00000050730
911	EMP1	ENSG00000134531
912	SUN3	ENSG00000164744
913	SLC6A19	ENSG00000174358
914	IGF2	ENSG00000167244
915	ESM1	ENSG00000164283
916	C5orf47	ENSG00000185056
917	PPY	ENSG00000108849
918	CIDEC	ENSG00000187288
919	COMP	ENSG00000105664
920	HPGD	ENSG00000164120
921	SAG	ENSG00000130561
922	RNASE3	ENSG00000169397
923	PF4V1	ENSG00000109272
924	SERPINA3	ENSG00000196136
925	A4GNT	ENSG00000118017
926	STX16-NPEPL1	ENSG00000254995
927	CENPA	ENSG00000115163
928	PCSK1N	ENSG00000102109
929	PIK3R6	ENSG00000276231
930	KPNA2	ENSG00000182481
931	CYP27A1	ENSG00000135929
932	PRC1	ENSG00000198901
933	RNF186	ENSG00000178828
934	HMGA2	ENSG00000149948
935	BRS3	ENSG00000102239
936	CORO2B	ENSG00000103647
937	SLC38A8	ENSG00000166558
938	RBP1	ENSG00000114115
939	SEZ6L	ENSG00000100095
940	GRIK2	ENSG00000164418
941	CYBB	ENSG00000165168
942	GABBR2	ENSG00000136928
943	C9orf50	ENSG00000179058
944	NRIP3	ENSG00000175352
945	COTL1	ENSG00000103187
946	PLA2G4A	ENSG00000116711
947	MTHFD2	ENSG00000065911
948	SPAG4	ENSG00000061656
949	NRK	ENSG00000123572
950	SHISA9	ENSG00000237515
951	GNLY	ENSG00000115523
952	LDOC1	ENSG00000182195
953	PDGFA	ENSG00000197461
954	PXT1	ENSG00000179165
955	HBE1	ENSG00000213931
956	SLIT3	ENSG00000184347
957	S100A3	ENSG00000188015
958	COL1A1	ENSG00000108821
959	PLN	ENSG00000198523
960	RGMA	ENSG00000182175
961	THBD	ENSG00000178726
962	NDC80	ENSG00000080986
963	DLX5	ENSG00000105880
964	CHRM5	ENSG00000184984
965	DSCAM	ENSG00000171587
966	TINAG	ENSG00000137251
967	ACTG1	ENSG00000184009
968	COL3A1	ENSG00000168542
969	IL4I1	ENSG00000104951
970	HPCAL4	ENSG00000116983
971	RNF222	ENSG00000189051
972	DLL4	ENSG00000128917
973	FCGR1A	ENSG00000150337
974	VSIG1	ENSG00000101842
975	MAD2L1	ENSG00000164109
976	RFPL4AL1	ENSG00000229292
977	SPATA31A1	ENSG00000204849
978	TRIM74	ENSG00000155428
979	CACNA1I	ENSG00000100346
980	MYRFL	ENSG00000166268
981	CCL4L2	ENSG00000276070
982	MGP	ENSG00000111341
983	PTGES3L	ENSG00000267060
984	C17orf99	ENSG00000187997
985	CH25H	ENSG00000138135
986	IL9	ENSG00000145839
987	OTOA	ENSG00000155719
988	ASZ1	ENSG00000154438
989	CEMIP	ENSG00000103888
990	CYP4X1	ENSG00000186377
991	SDF2L1	ENSG00000128228
992	CA2	ENSG00000104267
993	CCL5	ENSG00000271503
994	MS4A6A	ENSG00000110077
995	MSR1	ENSG00000038945
996	CAMK1G	ENSG00000008118
997	PRIMA1	ENSG00000175785
998	IL9R	ENSG00000124334
999	DCDC2	ENSG00000146038
1000	SIGLEC10	ENSG00000142512
1001	ACSM2A	ENSG00000183747
1002	SUSD4	ENSG00000143502
1003	PODXL2	ENSG00000114631
1004	MCHR2	ENSG00000152034
1005	CAV2	ENSG00000105971
1006	CCK	ENSG00000187094
1007	CRB2	ENSG00000148204
1008	CENPW	ENSG00000203760
1009	CYP3A5	ENSG00000106258
1010	KLRB1	ENSG00000111796
1011	NLRP5	ENSG00000171487
1012	MYADM	ENSG00000179820
1013	LST1	ENSG00000204482
1014	KIF26A	ENSG00000066735
1015	SCGN	ENSG00000079689
1016	CCND2	ENSG00000118971
1017	CD52	ENSG00000169442
1018	COX7A1	ENSG00000161281
1019	ATP13A4	ENSG00000127249
1020	KCNJ4	ENSG00000168135
1021	ANKRD22	ENSG00000152766
1022	CSF2RA	ENSG00000198223
1023	IL17A	ENSG00000112115
1024	HEPACAM2	ENSG00000188175
1025	POMC	ENSG00000115138
1026	FADS1	ENSG00000149485
1027	CYP4A11	ENSG00000187048
1028	SLC36A2	ENSG00000186335
1029	PIP	ENSG00000159763
1030	TUBA1C	ENSG00000167553
1031	CATSPER1	ENSG00000175294
1032	KCNE4	ENSG00000152049
1033	KCNG2	ENSG00000178342
1034	CDH5	ENSG00000179776
1035	TTC34	ENSG00000215912
1036	CTNNB1	ENSG00000168036
1037	HAGHL	ENSG00000103253
1038	HSPH1	ENSG00000120694
1039	GPX8	ENSG00000164294
1040	IL23R	ENSG00000162594
1041	FAM9C	ENSG00000187268
1042	ITIH5	ENSG00000123243
1043	GCGR	ENSG00000215644
1044	GABRA2	ENSG00000151834
1045	ID1	ENSG00000125968
1046	KRTDAP	ENSG00000188508
1047	GLYAT	ENSG00000149124
1048	IL1A	ENSG00000115008
1049	CD3D	ENSG00000167286
1050	CLEC4M	ENSG00000104938
1051	TUBA3C	ENSG00000198033
1052	ZPLD1	ENSG00000170044
1053	RBBP8NL	ENSG00000130701
1054	HTRA3	ENSG00000170801
1055	ANXA13	ENSG00000104537
1056	FAM181B	ENSG00000182103
1057	MS4A7	ENSG00000166927
1058	KCNAB3	ENSG00000170049
1059	PITPNM3	ENSG00000091622
1060	CITED1	ENSG00000125931
1061	LCE1E	ENSG00000186226
1062	HOXC9	ENSG00000180806
1063	SLC3A1	ENSG00000138079
1064	CSF2RB	ENSG00000100368
1065	CAPN8	ENSG00000203697
1066	TMEM221	ENSG00000188051
1067	RGS1	ENSG00000090104
1068	GUCA2A	ENSG00000197273
1069	AMELY	ENSG00000099721
1070	AK5	ENSG00000154027
1071	ERN2	ENSG00000134398
1072	THBS1	ENSG00000137801
1073	MSC	ENSG00000178860
1074	CTF1	ENSG00000150281
1075	PECAM1	ENSG00000261371
1076	SAMSN1	ENSG00000155307
1077	PPBP	ENSG00000163736
1078	UQCRFS1	ENSG00000169021
1079	PPP1R14A	ENSG00000167641
1080	NME8	ENSG00000086288
1081	NOCT	ENSG00000151014
1082	FUNDC2	ENSG00000165775
1083	FAM83A	ENSG00000147689
1084	TEX43	ENSG00000196900
1085	ASB5	ENSG00000164122
1086	DSCAML1	ENSG00000177103
1087	IFI44L	ENSG00000137959
1088	PI16	ENSG00000164530
1089	PRY	ENSG00000169789
1090	ABCA7	ENSG00000064687
1091	HK2	ENSG00000159399
1092	CXCL13	ENSG00000156234
1093	RGS10	ENSG00000148908
1094	HSD17B2	ENSG00000086696
1095	GPR55	ENSG00000135898
1096	TUBB6	ENSG00000176014
1097	ARHGEF15	ENSG00000198844
1098	TNNI2	ENSG00000130598
1099	TEX19	ENSG00000182459
1100	STRA6	ENSG00000137868
1101	VAX2	ENSG00000116035
1102	KHDC1L	ENSG00000256980
1103	MMP23B	ENSG00000189409
1104	FAM162B	ENSG00000183807
1105	CD93	ENSG00000125810
1106	TREM2	ENSG00000095970
1107	CLEC11A	ENSG00000105472
1108	MAMDC2	ENSG00000165072
1109	IL24	ENSG00000162892
1110	SOX17	ENSG00000164736
1111	LY6E	ENSG00000160932
1112	GPR183	ENSG00000169508
1113	FRMD5	ENSG00000171877
1114	MFAP2	ENSG00000117122
1115	IL1B	ENSG00000125538
1116	HCN4	ENSG00000138622
1117	RNF224	ENSG00000233198
1118	FBP1	ENSG00000165140
1119	TREML2	ENSG00000112195
1120	UBP1	ENSG00000153560
1121	HOXD1	ENSG00000128645
1122	HMOX1	ENSG00000100292
1123	KIF2C	ENSG00000142945
1124	BEX4	ENSG00000102409
1125	TSSK6	ENSG00000178093
1126	VWF	ENSG00000110799
1127	SERPINB9	ENSG00000170542
1128	PCNA	ENSG00000132646
1129	C10orf82	ENSG00000165863
1130	AMZ1	ENSG00000174945
1131	OAT	ENSG00000065154
1132	OR2C3	ENSG00000196242
1133	EPPK1	ENSG00000261150
1134	P2RY14	ENSG00000174944
1135	PLVAP	ENSG00000130300
1136	LETM2	ENSG00000165046
1137	PRKCB	ENSG00000166501
1138	ANGPTL4	ENSG00000167772
1139	COX4I2	ENSG00000131055
1140	FSTL3	ENSG00000070404
1141	FLRT3	ENSG00000125848
1142	PRR19	ENSG00000188368
1143	SCGB2A1	ENSG00000124939
1144	CDCA8	ENSG00000134690
1145	VNN1	ENSG00000112299
1146	CLEC4E	ENSG00000166523
1147	PCDH9	ENSG00000184226
1148	FCN1	ENSG00000085265
1149	AKAP12	ENSG00000131016
1150	SLC18A3	ENSG00000187714
1151	PXMP2	ENSG00000176894
1152	ADCY8	ENSG00000155897
1153	GGTLC3	ENSG00000274252
1154	MAGEB2	ENSG00000099399
1155	FST	ENSG00000134363
1156	PLXDC2	ENSG00000120594
1157	CYB5A	ENSG00000166347
1158	SIM2	ENSG00000159263
1159	CTHRC1	ENSG00000164932
1160	CXCR4	ENSG00000121966
1161	SOX11	ENSG00000176887
1162	MT1A	ENSG00000205362
1163	AIRE	ENSG00000160224
1164	MEI4	ENSG00000269964
1165	TP63	ENSG00000073282
1166	PLA2G10	ENSG00000069764
1167	PIGR	ENSG00000162896
1168	TAGLN	ENSG00000149591
1169	TUBB	ENSG00000196230
1170	GPR84	ENSG00000139572
1171	AQP9	ENSG00000103569
1172	BPIFA2	ENSG00000131050
1173	ZNF878	ENSG00000257446
1174	LY6D	ENSG00000167656
1175	LBP	ENSG00000129988
1176	GPR65	ENSG00000140030
1177	RP1L1	ENSG00000183638
1178	CD2	ENSG00000116824
1179	CAMP	ENSG00000164047
1180	NEFM	ENSG00000104722
1181	VIPR2	ENSG00000106018
1182	PCDHGA12	ENSG00000253159
1183	RARRES2	ENSG00000106538
1184	ERRFI1	ENSG00000116285
1185	PRSS21	ENSG00000007038
1186	CD180	ENSG00000134061
1187	PRPS1L1	ENSG00000229937
1188	GADD45G	ENSG00000130222
1189	SFTA2	ENSG00000196260
1190	CDH12	ENSG00000154162
1191	DNAJB4	ENSG00000162616
1192	C1orf54	ENSG00000118292
1193	BHLHE22	ENSG00000180828
1194	NAT8L	ENSG00000185818
1195	SIRPB1	ENSG00000101307
1196	AHNAK2	ENSG00000185567
1197	IGDCC4	ENSG00000103742
1198	CLEC12A	ENSG00000172322
1199	KCNJ12	ENSG00000184185
1200	TTC24	ENSG00000187862
1201	PROK2	ENSG00000163421
1202	IL19	ENSG00000142224
1203	TCEAL5	ENSG00000204065
1204	ABHD14A-ACY1	ENSG00000114786
1205	ACTC1	ENSG00000159251
1206	HEY1	ENSG00000164683
1207	PRSS56	ENSG00000237412
1208	APLNR	ENSG00000134817
1209	APOBEC2	ENSG00000124701
1210	FOXL1	ENSG00000176678
1211	KCTD12	ENSG00000178695
1212	PLTP	ENSG00000100979
1213	SRGN	ENSG00000122862
1214	SLC7A3	ENSG00000165349
1215	C4BPA	ENSG00000123838
1216	NAV3	ENSG00000067798
1217	SDCBP2	ENSG00000125775
1218	MASP2	ENSG00000009724
1219	MUC4	ENSG00000145113
1220	CDC42SE1	ENSG00000197622
1221	GPR34	ENSG00000171659
1222	TRA2A	ENSG00000164548
1223	DKK2	ENSG00000155011
1224	PNMT	ENSG00000141744
1225	GIMAP7	ENSG00000179144
1226	KISS1R	ENSG00000116014
1227	HLA-G	ENSG00000204632
1228	CCL4	ENSG00000275302
1229	BICC1	ENSG00000122870
1230	HERPUD1	ENSG00000051108
1231	CLASP2	ENSG00000163539
1232	SLC27A5	ENSG00000083807
1233	RNASE4	ENSG00000258818
1234	PCDH17	ENSG00000118946
1235	DTHD1	ENSG00000197057
1236	MKI67	ENSG00000148773
1237	STMN3	ENSG00000197457
1238	SPRR3	ENSG00000163209
1239	ANXA3	ENSG00000138772
1240	MCCD1	ENSG00000204511
1241	STAP1	ENSG00000035720
1242	SEZ6L2	ENSG00000174938
1243	AMN	ENSG00000166126
1244	DCSTAMP	ENSG00000164935
1245	WNT7A	ENSG00000154764
1246	EGLN3	ENSG00000129521
1247	HMGN2	ENSG00000198830
1248	PLAC9	ENSG00000189129
1249	PDCL2	ENSG00000163440
1250	CFI	ENSG00000205403
1251	PGR	ENSG00000082175
1252	FAM171A2	ENSG00000161682
1253	CMTM2	ENSG00000140932
1254	KRT23	ENSG00000108244
1255	NCF2	ENSG00000116701
1256	TMEM71	ENSG00000165071
1257	PHACTR1	ENSG00000112137
1258	SPATA32	ENSG00000184361
1259	HBD	ENSG00000223609
1260	CPXCR1	ENSG00000147183
1261	MYO1A	ENSG00000166866
1262	CCDC190	ENSG00000185860
1263	SSTR3	ENSG00000278195
1264	PRRT4	ENSG00000224940
1265	PRAMEF8	ENSG00000182330
1266	AMHR2	ENSG00000135409
1267	C16orf54	ENSG00000185905
1268	STC2	ENSG00000113739
1269	FXYD5	ENSG00000089327
1270	WDFY4	ENSG00000128815
1271	IL23A	ENSG00000110944
1272	MTA2	ENSG00000149480
1273	ZWINT	ENSG00000122952
1274	RHOH	ENSG00000168421
1275	S100B	ENSG00000160307
1276	TUBA3E	ENSG00000152086
1277	INSR	ENSG00000171105
1278	C2CD4A	ENSG00000198535
1279	PMFBP1	ENSG00000118557
1280	SPRY1	ENSG00000164056
1281	OMG	ENSG00000126861
1282	RANBP1	ENSG00000099901
1283	GIMAP6	ENSG00000133561
1284	RHOB	ENSG00000143878
1285	FBN2	ENSG00000138829
1286	PAX2	ENSG00000075891
1287	RAB36	ENSG00000100228
1288	GFRA2	ENSG00000168546
1289	TUBB4B	ENSG00000188229
1290	TNNI1	ENSG00000159173
1291	KLF5	ENSG00000102554
1292	LGALS4	ENSG00000171747
1293	SLC38A5	ENSG00000017483
1294	THRSP	ENSG00000151365
1295	OPRK1	ENSG00000082556
1296	LY86	ENSG00000112799
1297	RUNX2	ENSG00000124813
1298	GLI2	ENSG00000074047
1299	DNASE1L3	ENSG00000163687
1300	TIGD4	ENSG00000169989
1301	C12orf75	ENSG00000235162
1302	TNFRSF12A	ENSG00000006327
1303	SMPD3	ENSG00000103056
1304	IDI1	ENSG00000067064
1305	KRBOX1	ENSG00000240747
1306	CCDC80	ENSG00000091986
1307	FCGR2B	ENSG00000072694
1308	PALD1	ENSG00000107719
1309	PLPP4	ENSG00000203805
1310	TNFRSF25	ENSG00000215788
1311	JPH2	ENSG00000149596
1312	SALL4	ENSG00000101115
1313	C1orf162	ENSG00000143110
1314	SYNDIG1	ENSG00000101463
1315	TRIM58	ENSG00000162722
1316	CST6	ENSG00000175315
1317	SLC19A3	ENSG00000135917
1318	B4GALT1	ENSG00000086062
1319	UBE2S	ENSG00000108106
1320	COL4A2	ENSG00000134871
1321	PPP1R1A	ENSG00000135447
1322	IL18	ENSG00000150782
1323	KLF2	ENSG00000127528
1324	TM4SF4	ENSG00000169903
1325	CD44	ENSG00000026508
1326	TSPY2	ENSG00000168757
1327	NPTX2	ENSG00000106236
1328	TMEM179	ENSG00000258986
1329	CLEC2B	ENSG00000110852
1330	HES5	ENSG00000197921
1331	TCEAL7	ENSG00000182916
1332	EIF5A	ENSG00000132507
1333	RGS18	ENSG00000150681
1334	HTR3A	ENSG00000166736
1335	LY6H	ENSG00000176956
1336	NUCB2	ENSG00000070081
1337	PTPRC	ENSG00000081237
1338	PLK2	ENSG00000145632
1339	SCIMP	ENSG00000161929
1340	GZMB	ENSG00000100453
1341	TNFSF13B	ENSG00000102524
1342	CCL8	ENSG00000108700
1343	PDHA2	ENSG00000163114
1344	PSCA	ENSG00000167653
1345	SPHK1	ENSG00000176170
